"","workerid","complete_sentence","segment4","condition","seg3","seg4","seg5","seg6","seg7","seg8","seg9","seg10","seg11","seg12"
"367",10,"""Lyle was driving to meet his friends at the restaurant.He asked Sarah whether any were already at the table.Sarah said that only some of them were.She addedthatthe restwould betherein five minutes.""",""" only some of them """,""" any """,632,448,495,423,344,383,479,400,584,NA
"368",10,"""Trevor was curious about the professors&quotechar summer breaks.He asked Dr. Johnson whether any would be going out of town.Dr. Johnson said that only some of them would.He addedthatthe restwould bearoundall summer.""",""" only some of them """,""" any """,704,792,470,351,414,368,439,440,720,NA
"369",10,"""Lana was watching episodes of her favorite sitcom on her day off.Ashley asked her whether all lasted less than an hour..Lana said that some of them did.She addedthatthe restwould betoo rushedthat way.""",""" some of them """,""" all """,509,520,414,472,486,415,431,711,543,NA
"370",10,"""Mrs. Myers was worried that her students weren&quotechart ready for the test.She asked the Mr. Robbins whether any had to take the test.Mr. Robbins said that only some of them did.He addedthatthe restwould beable totake itthe next weekend.""",""" only some of them """,""" any """,1040,888,784,575,504,327,376,415,438,647
"371",10,"""Stan and Marilyn were trying to decide what type of tree to plant.Stan asked Marilyn whether any would grow well in shade.Marilyn said that only some of them would.She addedthatthe restwould bebetter offin full sun.""",""" only some of them """,""" any """,912,480,407,343,423,368,351,495,599,NA
"372",10,"""Max and Aaron were getting ready to host prospective students.Max asked Aaron whether any needed rides from the airport.Aaron said that only some of them did.He addedthatthe restwould bedrivingthemselves.""",""" only some of them """,""" any """,671,352,343,407,326,416,367,447,456,NA
"373",10,"""Susie heard Matthew&quotechars friends at the door.She asked him whether any were going to the movie with him.Matthew said that only some of them were.He addedthatthe restwould betoobusy.""",""" only some of them """,""" any """,774,440,408,488,383,512,520,438,471,NA
"374",10,"""Quinn and Chase were thinking about going to one of the season&quotechars ball games.Quinn asked Chase whether any were scheduled for the afternoon.Chase said that only some of them were.He addedthatthe restwould beplayedat night.""",""" only some of them """,""" any """,720,527,551,359,519,535,447,486,431,NA
"375",10,"""Jenna and Alex were making cupcakes.Jenna asked Alex whether all were ready to be frosted.Alex said that some of them were.He addedthatthe restwould bereadysoon.""",""" some of them """,""" all """,728,528,472,359,432,401,349,438,552,NA
"376",10,"""Josh wanted to talk about the new movie with his co-workers.He asked his co-worker Seth whether all had seen the movie yet.Seth said that only some of them had.He addedthatthe restwould bemadif Joshgave away spoilers.""",""" only some of them """,""" all """,672,535,623,439,559,672,559,480,542,479
"377",10,"""The rock band was choosing cities to visit on their next tour.They asked their manager Mary whether all would have good venues available.Mary said that only some of them would.She added thatthe restwould bebookedduring the tour.""",""" only some of them """,""" all """,584,351,574,456,383,383,349,408,487,NA
"378",11,"""Lydia was trying to choose one of the kittens from her friend Kim&quotechars pet store.She asked Kim if all had gotten their shots yet.Kim said that some of them had.She addedthatthe restwould begetting themlater.""",""" some of them """,""" all """,625,484,454,620,412,421,443,527,520,NA
"379",11,"""Donna and Martha were discussing the rooms of the new house.Donna asked Martha whether any would need to be wallpapered.Martha said that some of them would.She addedthatthe restwould bepaintedinstead.""",""" some of them """,""" any """,596,435,452,473,361,414,389,421,542,NA
"380",11,"""Eric was preparing to travel in Italy with his classmates.Eric&quotechars mom asked him whether any had been to Europe before.Eric said that only some of them had.He addedthatthe restwould benervous abouttraveling abroad.""",""" only some of them """,""" any """,538,371,437,434,316,401,383,449,513,NA
"381",11,"""Jenna and Alex were making cupcakes.Jenna asked Alex whether any were ready to be frosted.Alex said that only some of them were.He addedthatthe restwould bereadysoon.""",""" only some of them """,""" any """,522,384,428,430,357,304,383,400,418,NA
"382",11,"""Josh wanted to talk about the new movie with his co-workers.He asked his co-worker Seth whether any had seen the movie yet.Seth said that some of them had.He addedthatthe restwould bemadif Joshgave away spoilers.""",""" some of them """,""" any """,659,519,467,507,469,477,409,418,513,568
"383",11,"""The kids in the first grade class were getting antsy.Kim asked Mrs. Brady whether all could go outside for recess.Mrs. Brady said that some of them could.She addedthatthe restwould bestaying insideto do make-up work.""",""" some of them """,""" all """,614,496,407,438,352,366,391,488,557,709
"384",11,"""Max and Aaron were getting ready to host prospective students.Max asked Aaron whether all needed rides from the airport.Aaron said that some of them did.He addedthatthe restwould bedrivingthemselves.""",""" some of them """,""" all """,429,363,393,617,355,406,344,444,482,NA
"385",11,"""Mrs. Myers was worried that her students weren&quotechart ready for the test.She asked the Mr. Robbins whether all had to take the test.Mr. Robbins said that only some of them did.He addedthatthe restwould beable totake itthe next weekend.""",""" only some of them """,""" all """,835,676,433,385,297,326,372,408,417,584
"386",11,"""The soccer players were all training very hard.Eric asked Jack whether any would go to the tournament.Jack said that only some of them would.He addedthatthe restwould bestayingin town.""",""" only some of them """,""" any """,682,345,360,637,407,327,340,400,450,NA
"387",11,"""Darren knew his relatives would come for his birthday.Darren asked his mother, Sally, whether all would be giving him clothes.Sally said that some of them would.She addedthatthe restwould besending himelectronics.""",""" some of them """,""" all """,438,302,312,313,268,258,292,378,467,NA
"388",11,"""Trevor was curious about the professors&quotechar summer breaks.He asked Dr. Johnson whether all would be going out of town.Dr. Johnson said that only some of them would.He addedthatthe restwould bearoundall summer.""",""" only some of them """,""" all """,561,383,327,326,317,307,322,393,405,NA
"389",11,"""Kurt and Brooke were thinking of selling their movies at a yard sale.Brooke asked Kurt whether any were all right to sell.Kurt said that only some of them were.He addedthatthe restwould beinappropriatefor kids.""",""" only some of them """,""" any """,517,341,337,420,322,364,366,460,508,NA
"390",11,"""Andy and Lisa were moving some pieces of furniture.Lisa asked Andy whether all would fit in his car.Andy said that some of them would.He addedthatthe restwould betoo bigfor his car.""",""" some of them """,""" all """,517,317,324,305,285,328,313,394,479,NA
"391",11,"""Bill took out the fancy candles from the drawer.He asked Claire whether any should be lit for dinner.Claire said that some of them should.She addedthatthe restwould beneededlater.""",""" some of them """,""" any """,536,343,316,336,347,311,320,358,439,NA
"392",11,"""The students had prepared for the final presentation.Allie asked Margaret whether any were supposed to present today.Margaret said that only some of them were.She addedthatthe restwould bepresentingon Thursday.""",""" only some of them """,""" any """,432,282,258,279,285,309,309,338,478,NA
"393",11,"""Arthur had set up tables for the garage sale..Sarah asked him whether all would display the nice dishes.Arthur said that some of them would.He addedthatthe restwould betoounstable.""",""" some of them """,""" all """,468,225,282,294,349,254,257,294,472,NA
"394",11,"""In the store, Sally was unpacking the new shipment of shoes.She asked Tiffany whether any should be marked on sale.Tiffany said that only some of them should.She addedthatthe restwould beatfull price.""",""" only some of them """,""" any """,474,294,291,275,305,327,331,297,438,NA
"395",11,"""Susie heard Matthew&quotechars friends at the door.She asked him whether all were going to the movie with him.Matthew said that some of them were.He addedthatthe restwould betoobusy.""",""" some of them """,""" all """,513,305,269,315,294,308,341,372,578,NA
"396",11,"""Molly was looking at apartments.She asked the agent Sally whether all would be available next month.Sally said that  only some of them would.She addedthatthe restwould beavailablein August.""",""" only some of them """,""" all """,544,338,284,308,313,271,292,367,473,NA
"397",11,"""Alex was perusing the breakfast cereals at the grocery store.He asked Carrie whether all had high levels of sugar.Carrie said that some of them did.She addedthatthe restwould behealthierbutnot as tasty.""",""" some of them """,""" all """,416,241,287,288,314,271,297,374,488,405
"398",11,"""Brian had just finished checking the bikes in Tom&quotechars garage.Tom asked Brian whether any needed to get a tune-up.Brian said that only some of them did.He addedthatthe restwould befineforanother few months.""",""" only some of them """,""" any """,488,276,208,245,261,289,304,360,480,644
"399",11,"""Brian had hired several new people to work at his restaurant.The chef asked him whether any would work in the kitchen.Brian said that only some of them would.He addedthatthe restwould beserversin the dining room.""",""" only some of them """,""" any """,753,583,365,357,406,358,353,391,573,NA
"400",11,"""The rock band was choosing cities to visit on their next tour.They asked their manager Mary whether any would have good venues available.Mary said that some of them would.She added thatthe restwould bebookedduring the tour.""",""" some of them """,""" any """,513,321,353,300,306,309,325,364,663,NA
"401",11,"""Lana was watching episodes of her favorite sitcom on her day off.Ashley asked her whether any lasted less than an hour..Lana said that only some of them did.She addedthatthe restwould betoo rushedthat way.""",""" only some of them """,""" any """,874,390,345,298,313,317,296,395,440,NA
"402",11,"""Tracy and Mark were trying to choose a restaurant downtown for their rehearsal dinner.Mark asked Tracy whether all were open on the weekends.Tracy said that only some of them were.She addedthatthe restwould beclosedat that time.""",""" only some of them """,""" all """,419,282,264,273,257,324,300,384,469,NA
"403",11,"""Alexa was looking at the puppies at the shelter..She asked the employee Stephen whether all would grow into large dogs.Stephen said that only some of them would.He addedthatthe restwould besmallwhen full-grown.""",""" only some of them """,""" all """,452,280,288,254,317,259,295,313,639,NA
"404",11,"""Ed and Hillary were considering several universities for grad school.Hillary asked Ed whether all were very competitive in admissions.Ed said that only some of them were.He addedthatthe restwould beeasyto get into.""",""" only some of them """,""" all """,485,329,281,279,294,345,334,378,436,NA
"405",11,"""Greg was trying to choose which wine to order with dinner.He asked the waitress Michelle whether any would go well with fish.Michelle said that only some of them would.She addedthatthe restwould betoo sweetfor that.""",""" only some of them """,""" any """,553,345,291,314,352,333,341,361,516,NA
"406",11,"""Jim and Breanna were thinking of inviting their classmates to the movie theater.Jim asked Breanna whether all were interested in artsy movies.Breanna said that some of them were.She addedthatthe restwould  beboredat those movies.""",""" some of them """,""" all """,499,266,295,265,263,252,280,374,445,NA
"407",11,"""Lyle was driving to meet his friends at the restaurant.He asked Sarah whether any were already at the table.Sarah said that some of them were.She addedthatthe restwould betherein five minutes.""",""" some of them """,""" any """,561,306,548,470,347,354,391,420,592,NA
"408",11,"""Mary was preparing to throw a party for John&quotechars relatives.She asked John whether any were staying in his apartment.John said that some of them were.He addedthatthe restwould bestayingin a hotel.""",""" some of them """,""" any """,378,319,259,262,261,283,235,284,406,NA
"409",11,"""Molly and Tony were hosting a dinner party for Tony&quotechars classmates.Molly asked Tony whether any were allergic to any foods.Tony said that only some of them were.He addedthatthe restwould beable to eatanything.""",""" only some of them """,""" any """,471,340,349,285,287,235,227,310,406,NA
"410",11,"""Justin wanted to find out which of Mike&quotechars desserts he could eat.He asked Mike whether all could be made gluten free.Mike said that only some of them could.He addedthatthe restwould behard to dothat way.""",""" only some of them """,""" all """,456,239,293,294,308,334,369,441,500,NA
"411",11,"""Carrie and Tim were comparing venues for their upcoming wedding.Carrie asked Tim whether any would accommodate so many guests.Tim said that some of them would.He addedthatthe restwould becrowdedwiththat many people.""",""" some of them """,""" any """,711,294,238,274,252,272,258,408,431,544
"412",11,"""Jason and Perry were ordering computers for the new lab.Perry asked Jason whether any would have an Internet connection.Jason said that only some of them would.He addedthatthe restwould befor offline workonly.""",""" only some of them """,""" any """,441,352,361,319,276,257,289,346,554,NA
"413",11,"""David and Brandon were looking at upcoming video games in the magazine.David asked Brandon whether any would have a multiplayer mode.Brandon said that some of them would.He addedthatthe restwould besingle playeronly.""",""" some of them """,""" any """,554,268,269,227,261,360,354,509,439,NA
"414",11,"""Paul and Deb were trying to decide which gym to go to.Paul asked Deb whether all had discounts for college students.Deb said that only some of them did.She addedthatthe restwould beatfull price.""",""" only some of them """,""" all """,431,314,330,269,293,331,347,413,542,NA
"415",11,"""Andrea was looking at computers in the store.She asked the clerk Tom whether all came with webcams built in.Tom said that some of them did.He addedthatthe restwould beable to usea USB webcam.""",""" some of them """,""" all """,456,307,258,245,259,243,374,394,570,NA
"416",11,"""Ryan had moved to a new town and was curious about the radio stations there.He asked John whether all would play classic rock hits.John said that only some of them would.He addedthatthe restwould beonlycountry music.""",""" only some of them """,""" all """,447,321,259,330,284,275,366,418,664,NA
"417",11,"""The zookeeper was going to do a routine check-up on the lions.He asked Robbie whether all had been fed that morning.Robbie said that only some of them had.He addedthatthe restwould befedin the afternoon.""",""" only some of them """,""" all """,482,336,326,304,264,225,327,346,546,NA
"418",11,"""Dr. Jones was scheduling end-of-semester meetings.The secretary asked him whether any would be in the afternoon.Dr. Jones said that some of them would.He addedthatthe restwould beearlyin the morning.""",""" some of them """,""" any """,492,321,267,254,306,331,325,342,471,NA
"419",11,"""Abby was taking her mom to meet her roommates.Her mom asked Abby whether any would be home right now.Abby said that some of them would.She addedthatthe restwould beat workor in class.""",""" some of them """,""" any """,438,306,261,314,295,286,313,398,546,NA
"420",11,"""The local papers were all covering Jason&quotechars press conference.Jason asked his publicist Sally whether any would run a front-page story.Sally said that only some of them would.She addedthatthe restwould berunningother stories.""",""" only some of them """,""" any """,326,232,265,256,299,287,337,386,552,NA
"421",11,"""Quinn and Chase were thinking about going to one of the season&quotechars ball games.Quinn asked Chase whether all were scheduled for the afternoon.Chase said that only some of them were.He addedthatthe restwould beplayedat night.""",""" only some of them """,""" all """,447,278,222,239,239,315,332,365,397,NA
"422",11,"""Stan and Marilyn were trying to decide what type of tree to plant.Stan asked Marilyn whether all would grow well in shade.Marilyn said that some of them would.She addedthatthe restwould bebetter offin full sun.""",""" some of them """,""" all """,550,352,343,270,195,228,282,299,353,NA
"423",11,"""The clothing store just received a shipment of jeans.Jared asked Erica whether all should be displayed out front.Erica said that  some of them should.She addedthatthe restwould bekeptin the backfor now.""",""" some of them """,""" all """,494,336,295,294,220,323,310,388,538,542
"424",11,"""Terry and his coach Rick were discussing top runners from the area.Terry asked Rick whether any would be at the race.Rick said that only some of them would.He addedthatthe restwould berestingfor the championships.""",""" only some of them """,""" any """,516,347,291,287,313,317,318,391,1044,NA
"425",11,"""Mrs. Landman was looking at laptops for her grandson.She asked the employee Larry whether all were easy to carry around.Larry said that only some of them were.He addedthatthe restwould bepretty heavyto carryto classes.""",""" only some of them """,""" all """,515,223,246,298,292,307,229,287,456,446
"426",12,"""Donna and Martha were discussing the rooms of the new house.Donna asked Martha whether all would need to be wallpapered.Martha said that some of them would.She addedthatthe restwould bepaintedinstead.""",""" some of them """,""" all """,952,751,599,736,751,639,616,775,800,NA
"427",12,"""Stan and Marilyn were trying to decide what type of tree to plant.Stan asked Marilyn whether all would grow well in shade.Marilyn said that some of them would.She addedthatthe restwould bebetter offin full sun.""",""" some of them """,""" all """,1192,704,688,727,647,624,711,752,816,NA
"428",12,"""The local papers were all covering Jason&quotechars press conference.Jason asked his publicist Sally whether any would run a front-page story.Sally said that some of them would.She addedthatthe restwould berunningother stories.""",""" some of them """,""" any """,1304,712,647,512,672,624,616,576,712,NA
"429",12,"""Brian had just finished checking the bikes in Tom&quotechars garage.Tom asked Brian whether all needed to get a tune-up.Brian said that some of them did.He addedthatthe restwould befineforanother few months.""",""" some of them """,""" all """,903,800,527,976,720,616,640,656,622,881
"430",12,"""Lyle was driving to meet his friends at the restaurant.He asked Sarah whether all were already at the table.Sarah said that some of them were.She addedthatthe restwould betherein five minutes.""",""" some of them """,""" all """,1247,719,520,792,671,672,624,631,815,NA
"431",12,"""Jim and Breanna were thinking of inviting their classmates to the movie theater.Jim asked Breanna whether any were interested in artsy movies.Breanna said that some of them were.She addedthatthe restwould  beboredat those movies.""",""" some of them """,""" any """,944,855,648,792,543,535,616,577,807,NA
"432",12,"""The clothing store just received a shipment of jeans.Jared asked Erica whether any should be displayed out front.Erica said that  some of them should.She addedthatthe restwould bekeptin the backfor now.""",""" some of them """,""" any """,920,736,608,856,688,663,560,560,640,768
"433",12,"""The students had prepared for the final presentation.Allie asked Margaret whether any were supposed to present today.Margaret said that some of them were.She addedthatthe restwould bepresentingon Thursday.""",""" some of them """,""" any """,984,816,648,576,583,664,536,456,767,NA
"434",12,"""Josh wanted to talk about the new movie with his co-workers.He asked his co-worker Seth whether all had seen the movie yet.Seth said that only some of them had.He addedthatthe restwould bemadif Joshgave away spoilers.""",""" only some of them """,""" all """,984,887,663,528,528,504,488,583,648,919
"435",12,"""Ryan had moved to a new town and was curious about the radio stations there.He asked John whether any would play classic rock hits.John said that only some of them would.He addedthatthe restwould beonlycountry music.""",""" only some of them """,""" any """,1088,1080,815,784,735,616,671,521,799,NA
"436",12,"""In the store, Sally was unpacking the new shipment of shoes.She asked Tiffany whether any should be marked on sale.Tiffany said that some of them should.She addedthatthe restwould beatfull price.""",""" some of them """,""" any """,1015,800,528,647,520,543,352,671,736,NA
"437",12,"""Trevor was curious about the professors&quotechar summer breaks.He asked Dr. Johnson whether all would be going out of town.Dr. Johnson said that only some of them would.He addedthatthe restwould bearoundall summer.""",""" only some of them """,""" all """,1856,967,720,600,623,520,599,544,663,NA
"438",12,"""The kids in the first grade class were getting antsy.Kim asked Mrs. Brady whether any could go outside for recess.Mrs. Brady said that some of them could.She addedthatthe restwould bestaying insideto do make-up work.""",""" some of them """,""" any """,1721,703,640,623,592,600,552,712,647,777
"439",12,"""Molly and Tony were hosting a dinner party for Tony&quotechars classmates.Molly asked Tony whether all were allergic to any foods.Tony said that some of them were.He addedthatthe restwould beable to eatanything.""",""" some of them """,""" all """,976,735,673,743,679,777,559,473,783,NA
"440",12,"""Jenna and Alex were making cupcakes.Jenna asked Alex whether all were ready to be frosted.Alex said that only some of them were.He addedthatthe restwould bereadysoon.""",""" only some of them """,""" all """,1063,999,632,535,559,495,479,497,479,NA
"441",12,"""David and Brandon were looking at upcoming video games in the magazine.David asked Brandon whether any would have a multiplayer mode.Brandon said that only some of them would.He addedthatthe restwould besingle playeronly.""",""" only some of them """,""" any """,759,1056,528,496,480,463,432,423,656,NA
"442",12,"""Abby was taking her mom to meet her roommates.Her mom asked Abby whether any would be home right now.Abby said that only some of them would.She addedthatthe restwould beat workor in class.""",""" only some of them """,""" any """,1112,1048,616,520,455,503,417,383,425,NA
"443",12,"""Arthur had set up tables for the garage sale..Sarah asked him whether all would display the nice dishes.Arthur said that some of them would.He addedthatthe restwould betoounstable.""",""" some of them """,""" all """,935,487,592,528,496,551,480,576,551,NA
"444",12,"""Paul and Deb were trying to decide which gym to go to.Paul asked Deb whether all had discounts for college students.Deb said that some of them did.She addedthatthe restwould beatfull price.""",""" some of them """,""" all """,1031,560,537,543,520,528,512,495,768,NA
"445",12,"""The soccer players were all training very hard.Eric asked Jack whether all would go to the tournament.Jack said that some of them would.He addedthatthe restwould bestayingin town.""",""" some of them """,""" all """,792,567,495,520,416,424,352,511,592,NA
"446",12,"""Mrs. Myers was worried that her students weren&quotechart ready for the test.She asked the Mr. Robbins whether all had to take the test.Mr. Robbins said that some of them did.He addedthatthe restwould beable totake itthe next weekend.""",""" some of them """,""" all """,905,775,720,712,584,439,488,472,552,856
"447",12,"""Bill took out the fancy candles from the drawer.He asked Claire whether all should be lit for dinner.Claire said that some of them should.She addedthatthe restwould beneededlater.""",""" some of them """,""" all """,976,672,504,496,488,488,448,488,568,NA
"448",12,"""Susie heard Matthew&quotechars friends at the door.She asked him whether all were going to the movie with him.Matthew said that only some of them were.He addedthatthe restwould betoobusy.""",""" only some of them """,""" all """,991,1200,656,672,487,480,504,584,648,NA
"449",12,"""The rock band was choosing cities to visit on their next tour.They asked their manager Mary whether all would have good venues available.Mary said that some of them would.She added thatthe restwould bebookedduring the tour.""",""" some of them """,""" all """,1136,751,616,479,536,519,400,432,888,NA
"450",12,"""Andrea was looking at computers in the store.She asked the clerk Tom whether all came with webcams built in.Tom said that only some of them did.He addedthatthe restwould beable to usea USB webcam.""",""" only some of them """,""" all """,888,991,656,560,520,535,542,936,928,NA
"451",12,"""Lydia was trying to choose one of the kittens from her friend Kim&quotechars pet store.She asked Kim if any had gotten their shots yet.Kim said that some of them had.She addedthatthe restwould begetting themlater.""",""" some of them """,""" any """,808,752,575,721,672,616,607,569,696,NA
"452",12,"""Jason and Perry were ordering computers for the new lab.Perry asked Jason whether any would have an Internet connection.Jason said that only some of them would.He addedthatthe restwould befor offline workonly.""",""" only some of them """,""" any """,1112,687,479,552,1312,679,665,1424,887,NA
"453",12,"""Justin wanted to find out which of Mike&quotechars desserts he could eat.He asked Mike whether all could be made gluten free.Mike said that some of them could.He addedthatthe restwould behard to dothat way.""",""" some of them """,""" all """,959,720,527,647,592,592,616,496,904,NA
"454",12,"""Alexa was looking at the puppies at the shelter..She asked the employee Stephen whether all would grow into large dogs.Stephen said that only some of them would.He addedthatthe restwould besmallwhen full-grown.""",""" only some of them """,""" all """,736,1254,655,400,528,584,704,608,783,NA
"455",12,"""Quinn and Chase were thinking about going to one of the season&quotechars ball games.Quinn asked Chase whether all were scheduled for the afternoon.Chase said that only some of them were.He addedthatthe restwould beplayedat night.""",""" only some of them """,""" all """,928,783,480,535,416,472,424,424,632,NA
"456",12,"""Molly was looking at apartments.She asked the agent Sally whether any would be available next month.Sally said that  only some of them would.She addedthatthe restwould beavailablein August.""",""" only some of them """,""" any """,968,928,712,559,440,447,449,440,399,NA
"457",12,"""Terry and his coach Rick were discussing top runners from the area.Terry asked Rick whether all would be at the race.Rick said that only some of them would.He addedthatthe restwould berestingfor the championships.""",""" only some of them """,""" all """,880,383,848,456,512,455,439,486,752,NA
"458",12,"""Mrs. Landman was looking at laptops for her grandson.She asked the employee Larry whether any were easy to carry around.Larry said that only some of them were.He addedthatthe restwould bepretty heavyto carryto classes.""",""" only some of them """,""" any """,1072,855,488,568,479,409,456,423,591,560
"459",12,"""Lana was watching episodes of her favorite sitcom on her day off.Ashley asked her whether any lasted less than an hour..Lana said that some of them did.She addedthatthe restwould betoo rushedthat way.""",""" some of them """,""" any """,847,751,567,535,527,624,457,471,527,NA
"460",12,"""Kurt and Brooke were thinking of selling their movies at a yard sale.Brooke asked Kurt whether any were all right to sell.Kurt said that only some of them were.He addedthatthe restwould beinappropriatefor kids.""",""" only some of them """,""" any """,857,975,584,519,375,408,457,400,647,NA
"461",12,"""Greg was trying to choose which wine to order with dinner.He asked the waitress Michelle whether any would go well with fish.Michelle said that only some of them would.She addedthatthe restwould betoo sweetfor that.""",""" only some of them """,""" any """,911,1224,615,504,408,464,480,487,592,NA
"462",12,"""Ed and Hillary were considering several universities for grad school.Hillary asked Ed whether any were very competitive in admissions.Ed said that some of them were.He addedthatthe restwould beeasyto get into.""",""" some of them """,""" any """,888,1032,816,720,576,583,528,560,767,NA
"463",12,"""Brian had hired several new people to work at his restaurant.The chef asked him whether any would work in the kitchen.Brian said that some of them would.He addedthatthe restwould beserversin the dining room.""",""" some of them """,""" any """,839,520,472,448,448,448,431,423,784,NA
"464",12,"""Dr. Jones was scheduling end-of-semester meetings.The secretary asked him whether all would be in the afternoon.Dr. Jones said that some of them would.He addedthatthe restwould beearlyin the morning.""",""" some of them """,""" all """,1096,688,488,576,616,663,680,672,824,NA
"465",12,"""Eric was preparing to travel in Italy with his classmates.Eric&quotechars mom asked him whether any had been to Europe before.Eric said that some of them had.He addedthatthe restwould benervous abouttraveling abroad.""",""" some of them """,""" any """,1144,703,641,615,872,624,464,503,839,NA
"466",12,"""Alex was perusing the breakfast cereals at the grocery store.He asked Carrie whether any had high levels of sugar.Carrie said that some of them did.She addedthatthe restwould behealthierbutnot as tasty.""",""" some of them """,""" any """,888,751,615,1025,607,655,728,592,600,760
"467",12,"""Tracy and Mark were trying to choose a restaurant downtown for their rehearsal dinner.Mark asked Tracy whether any were open on the weekends.Tracy said that some of them were.She addedthatthe restwould beclosedat that time.""",""" some of them """,""" any """,824,696,608,672,600,504,415,569,543,NA
"468",12,"""Darren knew his relatives would come for his birthday.Darren asked his mother, Sally, whether all would be giving him clothes.Sally said that some of them would.She addedthatthe restwould besending himelectronics.""",""" some of them """,""" all """,823,535,703,768,488,464,408,431,695,NA
"469",12,"""Carrie and Tim were comparing venues for their upcoming wedding.Carrie asked Tim whether any would accommodate so many guests.Tim said that some of them would.He addedthatthe restwould becrowdedwiththat many people.""",""" some of them """,""" any """,959,729,544,551,495,537,472,719,615,841
"470",12,"""Max and Aaron were getting ready to host prospective students.Max asked Aaron whether all needed rides from the airport.Aaron said that only some of them did.He addedthatthe restwould bedrivingthemselves.""",""" only some of them """,""" all """,832,511,752,423,712,536,528,536,601,NA
"471",12,"""Mary was preparing to throw a party for John&quotechars relatives.She asked John whether all were staying in his apartment.John said that some of them were.He addedthatthe restwould bestayingin a hotel.""",""" some of them """,""" all """,831,696,519,456,479,471,448,440,568,NA
"472",12,"""Andy and Lisa were moving some pieces of furniture.Lisa asked Andy whether all would fit in his car.Andy said that only some of them would.He addedthatthe restwould betoo bigfor his car.""",""" only some of them """,""" all """,839,439,815,433,431,408,439,439,647,NA
